symbol	Protein Length	Kinome	DING	Ontogen	Foundation	RAS_Pathway
ZNF608	1512					
GEMIN5	1508					
PRDM15	1507					
CUX1	1505			CUX1		
NISCH	1504					
LMTK2	1503	LMTK2				
EFCAB5	1503					
TRPM2	1503					
ABCC6	1503					
ARHGAP5	1502					
GPATCH8	1502					
EFCAB6	1501					
CPS1	1500					
ATP7A	1500					
ATP10A	1499					
COL5A2	1499					
BCL9L	1499					
NCAPD3	1498					
GOLGA3	1498					
TEX14	1497	TEX14				
COL17A1	1497					
SYNJ2	1496					
DENND4B	1496					
RALGAPB	1494					
MBD5	1494					
ERCC6	1493					
PLEKHH2	1493					
SHROOM4	1493					
ABCC10	1492					
MAGI1	1491					
ARHGAP23	1491					
CRKRS	1490	CRKRS				
CDK12	1490		CDK12	CDK12	CDK12	
WDR7	1490					
CAMSAP2	1489					
TCOF1	1488					
IQSEC2	1488					
COL2A1	1487					
CUX2	1486					
AQR	1485			AQR		
GRIN2B	1484					
CECR2	1484					
ZNF518A	1483					
BAZ1B	1483					
PZP	1482					
MAGI3	1481					
CFTR	1480					
PXDN	1479					
MRC2	1479					
GAPVD1	1478					
FYCO1	1478					
CCDC88B	1476					
NUP153	1475					
A2M	1474					
NLRP1	1473					
SHANK2	1470					
SNAPC4	1469					
C1orf167	1468					
RAD54L2	1467					
COL3A1	1466					
ATP7B	1465					
MYOM2	1465					
UHRF1BP1L	1464					
COL1A1	1464			COL1A1		
GRIN2A	1464					
NCOA2	1464					
PXDNL	1463					
PLA2R1	1463					
SCAF11	1463					
POLA1	1462					
NKTR	1462					
FGD5	1462					
IFT140	1462					
ATP10B	1461					
RPRD2	1461					
NEO1	1461					
PRX	1461					
LMTK3	1460	LMTK3				
CEP164	1460					
PLB1	1458					
ATAD2B	1458					
NBPF12	1457					
MRC1	1456					
MAGI2	1455			MAGI2		
A2ML1	1454					
MED14	1454					
CCDC18	1454					
LRRC9	1453					
CD163L1	1453					
MLH3	1453			MLH3		
PTPRM	1452					
FANCD2	1451					
CCDC141	1450					
ARAP1	1450					
RGS12	1447					
DCC	1447					
PTCH1	1447		PTCH1	PTCH1	PTCH1	
PDS5B	1447		PDS5B			
PTPRU	1446			PTPRU		
PIK3C2G	1445				PIK3C2G	
PTPRG	1445					
TNS3	1445					
CD109	1445					
SPATA31E1	1445					
ARHGAP31	1444					
CPSF1	1443					
SETD5	1442					
PTPRT	1441					
NCOA1	1441					
RSF1	1441					
UHRF1BP1	1440					
PTPRK	1439					
AKNA	1439					
CLIP1	1438					
ABCC5	1437					
MYOM3	1437					
NUP160	1436					
HFM1	1435					
C10orf71	1435					
ASXL2	1435		ASXL2			
TRAPPC8	1435					
NOS1	1434					
ANKAR	1434					
PPIP5K1	1433					
WRN	1432					
TRO	1431					
CASKIN1	1431					
DAPK1	1430	DAPK1				
FGD6	1430					
YTHDC2	1430					
ATRN	1429					
ANKRD50	1429					
VPS8	1428					
CCDC144A	1427					
NPAT	1427					
ADAMTS13	1427					
BCL9	1426					
NPHP4	1426					
ATP10D	1426					
ZFYVE9	1425					
NCOA3	1424					
SOGA1	1423					
RIC1	1423					
SSH2	1423					
FHOD3	1422					
YEATS2	1422					
FMN1	1419					
SMG6	1419					
BLM	1417			BLM		
PLCH2	1416					
UACA	1416					
SNED1	1413					
FHAD1	1412					
MIA2	1412					
ZNF609	1411					
TECPR2	1411					
EEA1	1411					
RIMS2	1411					
POGZ	1410					
RRBP1	1410					
SgK223	1406	SgK223				
USP6	1406			USP6		
CRB1	1406					
FAM135B	1406					
CNTLN	1405					
PRG4	1404					
NAIP	1403					
CEP162	1403					
DISP2	1401					
KDM6A	1401		KDM6A	KDM6A	KDM6A	
NCAPD2	1401					
EDC4	1401					
KIF27	1401					
MST1R	1400	MST1R			MST1R	
SCAPER	1400					
ANKRD30A	1397					
GPRASP1	1395					
CCNB3	1395					
KIAA0232	1395					
LRPPRC	1394			LRPPRC		
SBNO1	1393					
RPAP1	1393					
RAB3GAP2	1393					
ANKRD30B	1392					
NUP155	1391					
POLR3A	1390					
ATAD2	1390					
COL15A1	1388					
KIF15	1388					
DHX57	1386					
ROBO3	1386					
PLEKHG2	1386					
CCDC7	1385					
PLEKHG1	1385					
CNTNAP1	1384			CNTNAP1		
PALLD	1383					
EIF3A	1382					
TDRD9	1382					
ABCC11	1382					
NINL	1382					
HEG1	1381					
CPD	1380					
ATRNL1	1379					
TONSL	1378					
ROBO2	1378			ROBO2		
PHLDB1	1377					
ZMYM2	1377		ZMYM2	ZMYM2		
NID2	1375					
PNPLA6	1375					
USP47	1375					
AATK	1374	AATK				
MAP3K5	1374	MAP3K5				
DROSHA	1374					
ZMYM3	1370		ZMYM3			
ARHGEF10	1369					
MTUS2	1369					
DHX29	1369					
KIF24	1368					
MED23	1368			MED23		
IGF1R	1367	IGF1R			IGF1R	
COL1A2	1366					
SBNO2	1366					
PLEKHH1	1364					
FLT4	1363	FLT4				
RFX7	1363					
BRD4	1362	BRD4			BRD4	
ARHGEF18	1361					
CEMIP	1361					
TNIK	1360	TNIK				
MSH6	1360		MSH6		MSH6	
ABCC12	1359					
NPC1L1	1359					
PIK3R4	1358	PIK3R4				
RTL1	1358					
TNR	1358					
KTN1	1357					
PLIN4	1357					
KDR	1356	KDR		KDR	KDR	
TMEM94	1356					
PARD3	1356					
ADCY9	1353					
ANKRD36B	1353					
IBTK	1353					
CADPS	1353					
KANK1	1352					
USP31	1352					
ZNF804B	1349					
PITPNM2	1349					
IGSF9B	1349					
UTY	1347					
NFASC	1347					
SPATA31A1	1347					
SPATA31A3	1347					
UBN2	1347					
SPATA31A7	1347					
PCDH11X	1347					
ZNF541	1346					
KIF7	1343					
SPATA31A6	1343					
SYNGAP1	1343					
ERBB3	1342	ERBB3	ERBB3	ERBB3	ERBB3	
WDR19	1342					
ZNF335	1342					
MYO3B	1341	MYO3B				
ACIN1	1341					
PCDH11Y	1340					
ASTN2	1339					
CLSPN	1339			CLSPN		
FLT1	1338	FLT1			FLT1	
PFAS	1338					
AOX1	1338					
CENPJ	1338					
PTPRJ	1337					
PDS5A	1337					
GRIN2D	1336		GRIN2D			
IGSF1	1336					
KDM2B	1336					
SH3TC1	1336					
WDR33	1336					
MAPK8IP3	1336					
FAM205A	1335					
XDH	1333					
MINK1	1332	MINK1				
IL16	1332					
CNTNAP2	1331					
NPHP3	1330					
NCKAP5L	1330					
YSK4	1328	YSK4				
MAP3K19	1328					
MYBBP1A	1328					
FANCI	1328			FANCI		
TNKS	1327					
ZNF644	1327					
CCDC171	1326					
ABCC4	1325					
ZMYM6	1325					
ZBED9	1325					
USP42	1324					
SALL1	1324					
PASK	1323	PASK				
MROH7	1323					
PHLPP2	1323					
FRMPD4	1322					
EMSY	1322				EMSY	
WDR17	1322					
KIAA0999	1321	KIAA0999				
TTBK1	1321	TTBK1				
NCAN	1321					
SPAG9	1321					
ABCB11	1321					
SIK3	1321					
KDM3A	1321					
MN1	1320					
MYPN	1320					
TTC21A	1320					
NEDD4	1319					
USP19	1318					
UMODL1	1318					
MROH5	1318					
PNPLA7	1317					
KIF16B	1317					
TTC21B	1316					
STK36	1315	STK36				
RPGRIP1L	1315					
RNF123	1314					
SYNRG	1314					
MAP3K15	1313	MAP3K15				
ITIH6	1313					
ATXN2	1313					
ARID4B	1312			ARID4B		
RAD50	1312					
SCAF1	1312					
GAK	1311	GAK				
AFF2	1311					
ZNF521	1311					
CDHR2	1310					
MAST3	1309	MAST3				
CLUH	1309					
FRMPD2	1309					
ERBB4	1308	ERBB4	ERBB4		ERBB4	
EVC2	1308					
CNTNAP4	1308					
PTPRC	1306		PTPRC			
ACE	1306					
CNTNAP5	1306					
SF3B1	1304		SF3B1	SF3B1	SF3B1	
NRCAM	1304					
LTBP3	1303					
ZC3H4	1303					
ASTN1	1302					
UBE4B	1302					
CGNL1	1302					
ZNF532	1301					
DSPP	1301					
ZNF536	1300					
ATP8B3	1300					
SALL3	1300					
NFRKB	1299					
GIGYF2	1299					
TNN	1299					
TBC1D4	1298					
AMBRA1	1298					
EHMT1	1298					
RRP12	1297					
CADPS2	1296					
CLASP2	1294			CLASP2		
VWA3B	1294					
MYO6	1294					
SORBS1	1292					
UBE2O	1292					
KIAA0754	1291					
SETDB1	1291			SETDB1		
PER1	1290			PER1		
PLCG1	1290		PLCG1	PLCG1		
MAP3K6	1288	MAP3K6				
OPLAH	1288					
SH3TC2	1288					
CNTNAP3B	1288					
CNTNAP3	1288					
SMC4	1288					
ARHGAP33	1287					
STIL	1287					
CDON	1287					
DENND5A	1287					
ABCB4	1286					
RPGRIP1	1286					
CRB2	1285					
ZNF423	1284					
COL20A1	1284					
PEX1	1283					
RAB11FIP1	1283					
BMS1	1282					
TTLL5	1281					
TRPS1	1281					
ZNF208	1280					
ABCB1	1280					
SCAP	1279					
ARHGEF10L	1279					
KIAA1107	1279					
NPC1	1278					
PAPLN	1278					
DCTN1	1278					
CYFIP2	1278					
PRDM16	1276					
ULK4	1275	ULK4				
KIAA0825	1275					
MYBPC3	1274					
MEI1	1274					
CACHD1	1274					
DENND5B	1274					
SYMPK	1274					
SIN3A	1273		SIN3A	SIN3A		
DIAPH1	1272					
UPF2	1272					
BCR	1271	BCR			BCR	
DGKK	1271					
PLEKHG4B	1271					
SCAF8	1271					
DHX9	1270		DHX9	DHX9		
ATF7IP	1270		ATF7IP			
MTUS1	1270					
FLII	1269					
SEC24B	1268					
HDLBP	1268					
NOMO2	1267					
ZNF592	1267					
TBC1D9	1266					
PLCG2	1265					
FAM193A	1265					
MTR	1265					
VARS	1264					
RGS22	1264					
IARS	1262					
COBL	1261					
ADCY5	1261					
ARHGAP29	1261			ARHGAP29		
TRAPPC10	1259					
AUTS2	1259					
NEK1	1258	NEK1				
INPPL1	1258		INPPL1	INPPL1		
STAG1	1258			STAG1		
IRS4	1257					
PPFIA2	1257					
ARID4A	1257			ARID4A		
L1CAM	1257					
ABCB5	1257					
TBC1D32	1257					
CSPP1	1256					
GNPTAB	1256					
PER2	1255					
MUC1	1255					
SUCO	1254					
CYFIP1	1253					
PHLDB2	1253					
ZNF729	1252					
ATP8B1	1251					
ADCY8	1251					
CNGB1	1251					
IGFN1	1251					
REV1	1251					
ERCC6L	1250					
TBC1D9B	1250					
RAPH1	1250					
IGDCC4	1250					
CFAP57	1250					
TPP2	1249					
INF2	1249					
POM121	1249			POM121		
CAMSAP3	1249					
MAGEL2	1249					
ANKS1B	1248					
LRRC53	1247					
SASH1	1247					
RBP3	1247					
NID1	1247					
SKIV2L	1246					
JARID2	1246					
TTBK2	1244	TTBK2				
ALPK1	1244	ALPK1				
PITPNM1	1244					
WNK4	1243	WNK4				
PPIP5K2	1243					
ATP2B2	1243					
MMS22L	1243					
ZFAT	1243					
SFI1	1242					
VWA5B2	1242					
NPHS1	1241					
SLC4A2	1241					
ATP2B4	1241					
IMPG2	1241					
IFT122	1241					
MAP4K4	1239	MAP4K4				
POLG	1239					
ZBTB40	1239					
EDRF1	1238					
JAG2	1238					
CCDC144CP	1237					
ZNF687	1237					
CFAP61	1237					
MUC3B	1237					
PCDH9	1237					
CAND2	1236					
KCNMA1	1236					
SLK	1235	SLK				
TAOK2	1235	TAOK2		TAOK2		
PHKA2	1235					
SMC1B	1235					
BRD8	1235					
USP40	1235					
PLCB3	1234					
KIF4B	1234					
SMC1A	1233		SMC1A	SMC1A		
GRIN2C	1233					
KIAA1211	1233					
KIF4A	1232					
SLC4A3	1232					
ANO8	1232					
CFH	1231					
STAG2	1231		STAG2	STAG2	STAG2	
EHBP1	1231					
POLRMT	1230		POLRMT			
MECOM	1230		MECOM	MECOM		
KCNT1	1230					
CAND1	1230					
POM121C	1229					
MMRN1	1228					
RBM20	1227					
CDAN1	1227					
DHX38	1227					
AFF3	1226					
ADAR	1226					
ATP13A3	1226					
AGTPBP1	1226					
NHSL2	1225					
STAG3	1225					
CTNND2	1225					
COPA	1224					
ADAMTS16	1224					
WDR11	1224					
PHKA1	1223					
ADAMTS14	1223					
NOMO3	1222					
NOMO1	1222					
VCPIP1	1222					
SORCS3	1222					
REXO1	1221					
ADAMTS18	1221					
EIF5B	1220					
SEC31A	1220			SEC31A		
ATP2B1	1220					
DHX8	1220					
ATP2B3	1220					
VWA5B1	1220					
DGKH	1220					
PLEKHG3	1219					
FKBP15	1219					
RTEL1	1219					
JAG1	1218					
ATP13A5	1218					
GSE1	1217					
SF3B3	1217					
CTC1	1217					
SMC3	1217		SMC3			
TRIM66	1216					
PTPRO	1216				PTPRO	
MAMDC4	1216					
SPOCD1	1216					
PLCB1	1216			PLCB1		
HIPK3	1215	HIPK3				
GPR158	1215					
ZSWIM6	1215					
HDAC6	1215					
ZEB2	1214					
BRPF1	1214					
DGKD	1214					
NBPF1	1214					
SMARCC2	1214					
TRPM4	1214					
SLC4A7	1214					
FILIP1	1213					
GRM5	1212					
SLC12A2	1212					
DSEL	1212					
GRID2IP	1211					
ADAMTS2	1211					
MOV10L1	1211					
HIPK1	1210	HIPK1				
AFF1	1210					
EHMT2	1210					
ATP8B2	1209					
PPP1R26	1209					
ZNF804A	1209					
CHL1	1208					
RECQL4	1208					
DZIP3	1208					
TIMELESS	1208					
EGF	1207					
ADAMTS19	1207					
ADAMTS3	1205					
PARD3B	1205					
BRPF3	1205					
FNDC3B	1204					
COBLL1	1204					
INTS2	1204					
XPO5	1204					
ATP13A1	1204					
NOS3	1203					
HCN4	1203					
PTCH2	1203					
CAMTA2	1202					
PPFIA1	1202					
PAN2	1202					
CASKIN2	1202					
PER3	1201					
NLRP5	1200					
KIAA1755	1200					
TRERF1	1200			TRERF1		
TTLL4	1199					
TAF2	1199					
HIPK2	1198	HIPK2				
DENND3	1198					
RGS3	1198			RGS3		
MTMR3	1198					
FNDC3A	1198					
SMC2	1197					
CGN	1197					
ATP13A4	1196					
AHI1	1196					
KCNH7	1196					
ZBTB38	1195					
MTMR4	1195					
IGSF3	1194					
PPFIA3	1194					
GRM1	1194					
SYDE2	1194					
DHX30	1194					
LAMC2	1193					
SPAG5	1193					
DIAPH3	1193					
WWC2	1192					
ATP8B4	1192					
AGAP2	1192					
PKP4	1192					
TBCD	1192					
RTN4	1192			RTN4		
ZNF91	1191					
PLEKHG4	1191					
RC3H2	1191					
ARHGAP20	1191					
ATN1	1190					
KIAA1614	1190					
WAPL	1190					
TJP2	1190			TJP2		
HR	1189					
ZC3H6	1189					
INPP5D	1189					
SPATA31C1	1188					
ARID5B	1188		ARID5B	ARID5B		
C6orf132	1188					
FBXO38	1188					
ATP8A2	1188					
ITGA11	1188					
TYK2	1187	TYK2				
BAIAP3	1187					
PTPN14	1187					
ERCC5	1186					
PUM1	1186					
PALB2	1186				PALB2	
MYT1L	1186					
ZMYND8	1186					
STXBP5L	1186					
PPFIA4	1185					
PLCB2	1185					
ZSWIM5	1185					
VWA3A	1184					
CILP	1184					
FBLN2	1184					
PCDH12	1184					
MPHOSPH9	1183					
SRCIN1	1183					
ABL2	1182	ABL2		ABL2		
IQSEC3	1182					
ITGA2	1181					
ITGA7	1181					
HEATR6	1181					
WDR35	1181					
KIAA2012	1180					
TDRD1	1180					
ATP13A2	1180					
ITGAE	1179					
ITGA1	1179					
FAM83H	1179					
GLG1	1179					
SEC31B	1179					
IGSF9	1179					
PC	1178					
ZCCHC2	1178					
SLC9C1	1177					
TDRD12	1177					
C20orf194	1177					
ATP11B	1177					
LARS	1176					
PLCB4	1175		PLCB4			
POLR2B	1174			POLR2B		
PTPN21	1174					
CTR9	1173					
SLF2	1173					
NEK10	1172	NEK10				
THBS2	1172					
LAMB3	1172					
ZBED4	1171					
THBS1	1170					
ITGAL	1170					
RBM33	1170					
ZNF862	1169					
ANKFY1	1169					
ADCY6	1168					
TBC1D1	1168					
SORCS1	1168					
ITGA10	1167					
NOL8	1167					
FNIP1	1166					
TNKS2	1166					
LEPR	1165					
TECPR1	1165					
TRPM5	1165					
NRDE2	1164					
ATP8A1	1164					
FHOD1	1164					
ITGAX	1163					
ZNF516	1163					
AFF4	1163			AFF4		
SIN3B	1162					
TTF2	1162					
KDM2A	1162					
BMP2K	1161	BMP2K				
NPIPB11	1161					
ITGAD	1161					
PCDH17	1159					
RAD51AP2	1159					
KCNH2	1159					
HEPHL1	1159					
CATSPERG	1159					
SORCS2	1159					
NRIP1	1158					
DUSP27	1158					
AEBP1	1158					
HEPH	1158					
HERC2P3	1158					
DHX37	1157					
CD163	1156					
CILP2	1156					
MAML2	1156					
NUP133	1156		NUP133			
NPAP1	1156					
JAK1	1154	JAK1	JAK1		JAK1	
PDZD8	1154					
CCDC136	1154					
CARD11	1154		CARD11		CARD11	
AP3D1	1153					
NOS2	1153					
OTOA	1153					
ITGAM	1152					
MAP4	1152					
STXBP5	1151					
ZFPM2	1151					
XPO4	1151					
SEMA5B	1151					
MYRF	1151					
MAN2A2	1150					
PPP2R3A	1150					
PRTG	1150					
CCAR1	1150			CCAR1		
CACNA2D2	1150					
SLC12A6	1150					
KCNU1	1149					
WDR66	1149					
RFC1	1148		RFC1			
SGSM1	1148					
PCDH19	1148					
TRAPPC9	1148					
ATP9B	1147					
SCAF4	1147		SCAF4			
SREBF1	1147					
PRDM10	1147					
ANKRD24	1146					
NOL6	1146					
ADCY3	1144					
MAN2A1	1144					
DHX34	1143					
NCAPG2	1143					
FHDC1	1143					
MCM9	1143					
MAGEC1	1142					
COL19A1	1142					
CCDC40	1142					
ZMYM1	1142					
ENAM	1142					
C16orf96	1141					
MYBPC1	1141					
SREBF2	1141					
MYBPC2	1141					
PDE3A	1141					
TTC17	1141					
TBC1D8	1140					
DDB1	1140					
CEP135	1140					
FAM184A	1140					
MEGF10	1140					
RBL2	1139					
SLC12A5	1139					
TIE1	1138	TIE1				
NPIPB4	1138					
MAML3	1138					
MCF2L	1137					
MSH3	1137		MSH3		MSH3	
ST5	1137					
CACNA2D4	1137					
SMG7	1137					
SLC4A5	1137					
ALG13	1137					
AP4E1	1137					
MYO1B	1136					
FILIP1L	1135					
AMER1	1135		AMER1		AMER1	
KCNT2	1135					
POLR1B	1135					
PCDH18	1135			PCDH18		
SPATA31C2	1134					
VCL	1134					
ATP11A	1134					
OVCH1	1134					
ANKS1A	1134					
UBN1	1134					
NPIPB5	1133					
RC3H1	1133					
SH3PXD2A	1133					
TRAPPC11	1133					
FBF1	1133					
POLR3B	1133					
JAK2	1132	JAK2	JAK2		JAK2	
TERT	1132				TERT	
BAG6	1132					
SEL1L3	1132					
MIS18BP1	1132					
NUTM1	1132				NUTM1	
ATP11C	1132					
BTBD7	1132					
INPP5F	1132					
ADNP2	1131					
LATS1	1130	LATS1	LATS1			
ABL1	1130	ABL1	ABL1		ABL1	
ITGA6	1130					
CIITA	1130			CIITA		
PELP1	1130					
WDHD1	1129					
UPF1	1129					
ASAP1	1129					
HPS5	1129					
TP53BP2	1128					
NCKAP1	1128			NCKAP1		
GRIP1	1128					
TRIM33	1127	TRIM33				
NCKAP1L	1127					
CAPRIN2	1127					
TEX2	1127					
PLCL2	1127					
COL28A1	1125					
XPO6	1125					
JAK3	1124	JAK3	JAK3		JAK3	
TEK	1124	TEK			TEK	
MICAL2	1124					
ZEB1	1124					
SLC9C2	1124					
ANLN	1124					
RBM6	1123					
USP43	1123					
USP36	1123					
PPP1R3A	1122					
HDAC5	1122					
MYT1	1121	MYT1				
PLEKHA7	1121					
WDR6	1121					
TBC1D8B	1120					
NFX1	1120					
TRPA1	1119					
ADCY1	1119			ADCY1		
UBAP2	1119					
LRIG3	1119					
SLC38A10	1119					
USP8	1118					
DSG2	1118					
SLC4A10	1118					
FAM120A	1118					
DGKZ	1117					
SPECC1L	1117					
ADAMTS6	1117					
EIF2AK3	1116	EIF2AK3		EIF2AK3		
ERC1	1116					
CATSPERB	1116					
PLEKHA5	1116					
GRIN3A	1115					
PTPRH	1115					
RET	1114	RET	RET		RET	
OTUD4	1114					
MCF2L2	1114					
BOC	1114					
FNIP2	1114					
CCDC158	1113					
WWC1	1113					
STARD13	1113			STARD13		
PDE3B	1112					
AGBL1	1112					
SENP6	1112					
NBPF9	1111					
GUCY2F	1108	GUCY2F				
MYO1E	1108					
TMEM132C	1108					
POLD1	1107				POLD1	
KCNH8	1107					
GLI1	1106					
RANBP6	1105					
KANSL1	1105		KANSL1			
SMARCC1	1105					
MAP3K9	1104	MAP3K9				
BTBD11	1104					
TRPM8	1104					
ESYT1	1104					
GUCY2D	1103	GUCY2D				
KIF1C	1103					
CACNA2D1	1103					
ADAMTS10	1103					
WDR72	1102					
USP7	1102					
ADNP	1102					
DIAPH2	1101		DIAPH2			
ACLY	1101					
ARHGAP30	1101					
SMC5	1101					
CCDC150	1101					
HELQ	1101					
SECISBP2L	1101					
CNTN5	1100					
SORBS2	1100					
FMNL1	1100					
TMC3	1100					
SRGAP3	1099			SRGAP3		
SLC24A1	1099					
SLC12A1	1099					
TMEM132D	1099					
R3HDM1	1099					
BNC2	1099			BNC2		
MYO1F	1098					
TCERG1	1098					
AASDH	1098					
TDRD7	1098					
PPP1R9A	1098					
IPO5	1097					
LIFR	1097					
REST	1097					
MYH16	1097					
PHF2	1096					
KDM4B	1096					
LARP1	1096					
FAM120C	1096					
PLCL1	1095					
ADAMTS17	1095					
AP3B1	1094					
SEC24C	1094					
CEP128	1094					
TANGO6	1094					
SEC24A	1093					
MLLT6	1093					
TMF1	1093					
SLC4A8	1093					
NLRP14	1093					
PHKB	1093					
LRIG1	1093					
SYNPO2	1093					
USPL1	1092					
WWC3	1092					
ADCY2	1091					
CACNA2D3	1091					
SMC6	1091					
ZNF850	1090					
UNC13D	1090					
PPP1R13B	1090					
TTI1	1089					
PIGO	1089					
ANKIB1	1089					
LATS2	1088	LATS2	LATS2			
APOBR	1088					
STK11IP	1088					
RANBP17	1088					
SUPT5H	1087					
UBAP2L	1087					
HELB	1087					
XPO7	1087					
EPB41L3	1087					
OAS3	1087					
CAPN15	1086					
NNT	1086					
FMNL2	1086					
TAF4	1085					
SRGAP1	1085			SRGAP1		
SLC12A4	1085					
HDAC4	1084					
AMOT	1084					
UBE3C	1083					
ARHGAP39	1083					
KCNH3	1083					
CEP131	1083					
LIMCH1	1083					
SLC12A7	1083					
AP3B2	1082					
SUGP2	1082					
WDR64	1081					
ZNF827	1081					
TSHZ3	1081					
IPO4	1081					
ADCY7	1080					
ZRANB3	1079					
C9orf131	1079					
CCDC73	1079					
SLC4A4	1079					
CASR	1078					
TMEM132B	1078					
DAAM1	1078					
TSHZ1	1077					
ADCY4	1077					
USP28	1077					
RGSL1	1076					
NEMF	1076					
LIPE	1076					
FAM214A	1076					
LUZP1	1076					
ANKRD52	1076					
POTEF	1075					
POTEI	1075					
NFATC3	1075					
POTEE	1075					
ABI3BP	1075					
ATXN2L	1075					
RADIL	1075					
PLD1	1074					
SEMA5A	1074					
TMEM132E	1074					
ADAMTSL4	1074					
ZFR	1074					
ZNF518B	1074					
GUCY2C	1073	GUCY2C				
TSC22D1	1073					
USP53	1073					
SEMA6D	1073					
KIAA0319	1072					
RNF31	1072					
XPO1	1071		XPO1	XPO1	XPO1	
SRGAP2	1071					
PTK7	1070	PTK7				
KIAA0355	1070					
PCDH8	1070					
PIK3CB	1070		PIK3CB	PIK3CB	PIK3CB	
PCDH7	1069					
PAXIP1	1069					
RABGAP1	1069					
HIP1R	1068					
RBL1	1068					
MLLT10	1068					
SPECC1	1068					
UBE3B	1068					
DAAM2	1068					
RBMXL3	1067					
MICAL1	1067					
ZMIZ1	1067					
RPS6KC1	1066	RPS6KC1				
UBE4A	1066					
PUM2	1066					
WDR60	1066					
TBC1D31	1066					
ZBTB21	1066					
PDZRN3	1066					
DGKI	1065					
LRIG2	1065					
CP	1065					
NLRC3	1065					
INVS	1065					
KDM4A	1064					
LLGL1	1064					
SPINK5	1064					
MYO1C	1063					
ITGA8	1063					
VARS2	1063					
PLEKHG5	1062					
NLRP2	1062					
NPR1	1061	NPR1				
NLRP12	1061					
ZNF451	1061					
DNA2	1060					
PCDH1	1060					
SEC16B	1060					
RBM27	1060					
FAM184B	1060					
PHF8	1060					
ZNF865	1059					
ZNF628	1059					
ZNF658	1059					
MAP1S	1059					
ACAD10	1059					
TMPRSS9	1059					
BRD1	1058					
UBA1	1058					
GEMIN4	1058					
CC2D2B	1058					
HERC4	1057					
KIF11	1056					
PSD4	1056					
KDM4C	1056					
PLEKHM1	1056					
EPHB2	1055	EPHB2		EPHB2		
USP25	1055					
FARP2	1054					
SMARCA1	1054		SMARCA1	SMARCA1		
CEBPZ	1054					
DIS3L	1054					
DLGAP2	1054					
ANKRD28	1053					
ZBTB11	1053					
CLEC16A	1053					
EMILIN2	1053					
SALL4	1053					
PTK2	1052	PTK2				
UBA6	1052					
RIMBP2	1052					
SMARCA5	1052					
MBTPS1	1052					
FBXW10	1052					
MFHAS1	1052					
ITGA3	1051					
RBM44	1051					
TRIM24	1050	TRIM24				
BUB1B	1050	BUB1B				
ULK1	1050	ULK1				
HERC3	1050					
NPIPB3	1050					
ANKRD27	1050					
SENP7	1050					
ITGA5	1049					
DSG1	1049					
KIAA0319L	1049					
SSH1	1049					
TLR7	1049					
ZNF217	1048				ZNF217	
ITGAV	1048					
NLRP8	1048					
SAP130	1048					
PSD3	1048					
PLEKHA6	1048					
NPR2	1047	NPR2				
ST18	1047					
ATP9A	1047					
C15orf39	1047					
SUPT16H	1047					
OGT	1046					
CLIP2	1046					
ELMSAN1	1045					
FBRSL1	1045					
TOPORS	1045					
FARP1	1045					
MEGF11	1044					
ARMC4	1044					
KLB	1044					
GRIN3B	1043					
RAG1	1043					
ZSCAN20	1043					
INTS3	1043					
NLRP13	1043					
ATP2A3	1043					
GRIP2	1043					
MYO1A	1043					
ATP2A2	1042					
USP38	1042					
SIPA1	1042					
DAGLA	1042					
CORIN	1042					
DHX16	1041					
IPO9	1041					
TLR8	1041					
CNTN2	1040					
FAM160A1	1040					
DCLRE1A	1040					
DSG4	1040					
NOD2	1040					
MAN2C1	1040					
PCDH10	1040					
ITGA2B	1039					
ATP12A	1039					
B4GALNT4	1039					
FRMD4A	1039					
TNK2	1038	TNK2				
BMPR2	1038	BMPR2		BMPR2		
IPO7	1038					
POTEJ	1038					
EPHA5	1037	EPHA5				
HIP1	1037					
IPO8	1037					
PITRM1	1037					
PEAR1	1037					
CARD6	1037					
KIAA1804	1036	KIAA1804				
ULK2	1036	ULK2				
EPHA6	1036	EPHA6				
PDZRN4	1036					
NLRP3	1036					
CRIM1	1036					
GIGYF1	1035					
ATP4A	1035					
ITGA9	1035			ITGA9		
FAM47C	1035					
USP48	1035					
POM121L2	1035					
KIAA1522	1035					
TSHZ2	1034					
SLTM	1034					
FRMD4B	1034					
CR2	1033					
NLRP11	1033					
PDZD7	1033					
SEC24D	1032			SEC24D		
RTN3	1032					
ITGA4	1032					
KIF5A	1032					
MYO1H	1032					
CARD10	1032					
LRRCC1	1032					
TLR9	1032					
MORC2	1032					
ZNF445	1031					
DDX46	1031					
CDKL5	1030	CDKL5				
KRBA1	1030					
PPP1R12A	1030					
MMS19	1030					
SEMA6A	1030					
KIAA1324L	1029					
ZNF197	1029					
U2SURP	1029					
ATP1A4	1029					
KIF17	1029					
COL6A1	1028					
FMNL3	1028					
CNTN3	1028					
CNTN6	1028					
IQCH	1027					
CPED1	1026					
NEFH	1026					
HEATR4	1026					
CNTN4	1026					
SMARCAD1	1026					
DPYD	1025					
PARP10	1025					
MPRIP	1025					
ABTB2	1025					
IFIH1	1025					
NAT10	1025					
LNPEP	1025			LNPEP		
PSD	1024					
TUBGCP5	1024					
POP1	1024					
SEZ6L	1024					
NLRC4	1024					
HERC5	1024					
TRHDE	1024					
FAM13A	1023					
ATP1A1	1023					
OGDH	1023					
TMEM132A	1023					
CDCA2	1023					
ARHGAP11A	1023					
